feature|observation|otype|sindiv
7410dc4f-cfec-41c5-81f3-2150cc40306a|long tunic|101a0b9d-2623-428b-0213-7f8347cfc3fa|nan
7410dc4f-cfec-41c5-81f3-2150cc40306a|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
74c53df3-2d7e-4991-901a-7848c7c54191|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
74c53df3-2d7e-4991-901a-7848c7c54191|human-horse hybrid|62426639-9f55-46d2-951e-3bf6851c5692|nan
758c5e97-82f5-44cf-b57b-db35f15ee40f|Armstrong 6.76|Statement|6bb3ccec-fa2a-49d2-b6fb-acfef1b9250e
758c5e97-82f5-44cf-b57b-db35f15ee40f|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
758e5085-cf0a-4917-8c14-cb153de68380|pediment|9c1c2cca-6970-4ed1-96b2-c65b200d69d1|nan
758e5085-cf0a-4917-8c14-cb153de68380|circle|101a0b9d-2623-428b-0235-7f8347cfc3fa|nan
75e45104-3129-423a-a02b-94f3caea5159|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
75e45104-3129-423a-a02b-94f3caea5159|Atlante 181|Statement|59f79782-b5d7-4a76-b1ca-0193f667f15c
75e45104-3129-423a-a02b-94f3caea5159|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
75e45104-3129-423a-a02b-94f3caea5159|Armstrong 5.110|Statement|a9f4f2b0-38f8-431d-96e1-7f0b5c0c2747
7611a39d-15fc-4756-8e8d-4ee12ac7cbdc|trefoil pattern|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
7655376e-d6a9-4f6b-91a8-952a9a1feff5|column|101a0b9d-2623-428b-0187-7f8347cfc3fa|nan
7657604d-818d-4d37-b4a4-20397354ad51|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
7657604d-818d-4d37-b4a4-20397354ad51|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
76952ec1-ff72-4da7-bb60-5d1a97a04c06|oak|101a0b9d-2623-428b-0063-7f8347cfc3fa|nan
76952ec1-ff72-4da7-bb60-5d1a97a04c06|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
76952ec1-ff72-4da7-bb60-5d1a97a04c06|Atlante 9|Statement|6db5456e-ed8b-4cfc-911f-863f057dfb57
76952ec1-ff72-4da7-bb60-5d1a97a04c06|Armstrong 3.20|Statement|ac6d25d9-4901-4657-82e7-082a5886e6b0
76ab1881-ce24-4e97-8437-9a9aba5e4ee0|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
76ab1881-ce24-4e97-8437-9a9aba5e4ee0|trefoil pattern|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
76ab1881-ce24-4e97-8437-9a9aba5e4ee0|Hayes 28|Statement|nan
7704a0e2-b005-47bf-8fe2-408dc2772a82|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
7704a0e2-b005-47bf-8fe2-408dc2772a82|Löwenstein Feiung Achills|Statement|2a6ad11a-65ae-4954-9788-d21b98f6e185
7704a0e2-b005-47bf-8fe2-408dc2772a82|nymph |69c53b5b-d0ce-4175-954b-e43f300de8a1|nan
7704a0e2-b005-47bf-8fe2-408dc2772a82|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
7745f3f9-8a31-4c82-b8cc-a85e4f951e82|Armstrong 9.9-9.10B|Statement|8abbbf61-6217-433a-9176-ba08eb819e6d
7745f3f9-8a31-4c82-b8cc-a85e4f951e82|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa|nan
777a6c0b-f0fb-4890-ab77-7e178bb16bb6|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
777a6c0b-f0fb-4890-ab77-7e178bb16bb6|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
777a9d0b-1439-468d-891e-ab8d9262429b|Atlante 41|Statement|54ff39c4-c458-4cb2-a41e-08dca883192b
777a9d0b-1439-468d-891e-ab8d9262429b|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
777a9d0b-1439-468d-891e-ab8d9262429b|palm branches|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
777a9d0b-1439-468d-891e-ab8d9262429b|Armstrong 3.53|Statement|3f06e01a-e481-4cc0-b650-b30d1d5e8729
777aa1e1-8501-43a9-8398-fc752e3ed98d|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
777aa1e1-8501-43a9-8398-fc752e3ed98d|stool backstool|101a0b9d-2623-428b-0194-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|Armstrong 8.189|Statement|09dc3e2d-4130-46dc-a099-d28dd0e2c49f
77cc7557-cffd-458a-8f9a-a7a6183103a4|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|long-sleeved short belted tunic|99c93190-8634-45d5-b588-02e73e7e2c2c|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|horse|101a0b9d-2623-428b-0027-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|Dioscurus|101a0b9d-2623-428b-0087-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa|nan
77cc7557-cffd-458a-8f9a-a7a6183103a4|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
784f58be-2409-412c-84ac-3d11d0e6573d|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
784f58be-2409-412c-84ac-3d11d0e6573d|Armstrong 8.140|Statement|1fdaad2c-eb8e-4708-a76e-42edf5f0b176
784f58be-2409-412c-84ac-3d11d0e6573d|Löwenstein Jünglinge im Feuerofen A|Statement|7ac55536-3b8e-4d33-95f2-8bbb68353fb7
78a12c78-6894-479d-bf34-173ce6bb5118|Armstrong 1.45|Statement|09b04a61-ae82-4954-a6b9-4a3ae84c3463
78a12c78-6894-479d-bf34-173ce6bb5118|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
79ac9100-805a-45ab-8eeb-c209f8043066|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
79ac9100-805a-45ab-8eeb-c209f8043066|Armstrong 6.149|Statement|f484edc8-a677-4d9c-a4aa-5752bdd6eca4
79e0380a-44a1-49a9-9ca1-2cb2190cd877|Hayes 42|Statement|nan
79e0380a-44a1-49a9-9ca1-2cb2190cd877|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
79febc62-ab48-4f63-af8b-8fade3ca1cb2|Armstrong 6.161/6.162|Statement|5cc95d56-248a-4b1b-8069-8b947c6b66dc
79febc62-ab48-4f63-af8b-8fade3ca1cb2|hound|101a0b9d-2623-428b-0028-7f8347cfc3fa|nan
7a0bc710-4eee-4a0b-8465-bb4c5e19cac1|Armstrong 8.263|Statement|674242d6-631a-47bb-99db-836de368827c
7a0bc710-4eee-4a0b-8465-bb4c5e19cac1|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
7a0bc710-4eee-4a0b-8465-bb4c5e19cac1|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
7a0bc710-4eee-4a0b-8465-bb4c5e19cac1|martyr|101a0b9d-2623-428b-0129-7f8347cfc3fa|nan
7a0ef769-82f6-459d-834a-60dfea2815f1|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|Armstrong 8.194|Statement|e80e61c5-d27f-4e78-b5f8-79012720c3ab
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|Good Shepherd|101a0b9d-2623-428b-0123-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa|nan
7a16cea8-c1b5-4d08-aa8f-b41b8d0e6328|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|quiver|101a0b9d-2623-428b-0170-7f8347cfc3fa|nan
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|Armstrong 8.109|Statement|c30c01b2-9c7e-45ec-833b-f734e1000000
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|Löwenstein Hercules III|Statement|c01b1b93-c617-4dcf-b727-dd193c293463
7a6dfb94-c3ca-45a9-b6e1-5d021ee743fd|bow|101a0b9d-2623-428b-0165-7f8347cfc3fa|nan
7a842070-1dbf-4ca4-b0d1-bcad8e5687e7|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
7a842070-1dbf-4ca4-b0d1-bcad8e5687e7|Armstrong 3.7|Statement|525cedce-ee33-425e-81ec-429d5765f3aa
7ae5ec85-cb7e-451f-81e3-6b13e116c779|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
7ae5ec85-cb7e-451f-81e3-6b13e116c779|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
7b005339-d7fb-4879-bc97-ff1d2122014d|Armstrong 5.15|Statement|550da086-c5fd-4037-a8f8-d79c2726eda0
7b005339-d7fb-4879-bc97-ff1d2122014d|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
7bcb2756-ee73-45f3-bdd9-7308bdfedf83|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
7bd077c0-a88f-4ba7-ab50-7931864d2a52|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
7bd49ec5-95da-49d7-bb56-61778880c310|Armstrong 3.14|Statement|8915a20f-ab40-484d-88ad-63ba7fabe264
7bd49ec5-95da-49d7-bb56-61778880c310|Atlante 39|Statement|07ff0223-1d7e-48f3-a32a-2c7d401b174e
7bd49ec5-95da-49d7-bb56-61778880c310|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
7bde41c1-4bd5-4e05-a938-569fa3f21fea|Armstrong 5.63|Statement|fb423297-beb3-4f53-bb3d-eeebdeea9e20
7bde41c1-4bd5-4e05-a938-569fa3f21fea|dolphin|101a0b9d-2623-428b-0020-7f8347cfc3fa|nan
7be9d940-5f55-4d24-b267-de552feb8e5f|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
7be9d940-5f55-4d24-b267-de552feb8e5f|Armstrong 3.5|Statement|5608ef0c-7bf3-4c92-914f-9872142695de
7bf4af8c-a57f-4eda-b52a-f5792a011f2f|cantharus|101a0b9d-2623-428b-0178-7f8347cfc3fa|nan
7c08c972-ae60-419d-b99f-6a38387d3332|Triton|101a0b9d-2623-428b-0115-7f8347cfc3fa|nan
7c08c972-ae60-419d-b99f-6a38387d3332|Löwenstein Triton II|Statement|0d8d35fe-e810-427e-a45e-6c0773e1cdc7
7c08c972-ae60-419d-b99f-6a38387d3332|Nereid|101a0b9d-2623-428b-0100-7f8347cfc3fa|nan
7c08c972-ae60-419d-b99f-6a38387d3332|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7c08c972-ae60-419d-b99f-6a38387d3332|Löwenstein Nereide III|Statement|b000e038-eefc-4284-8ca1-8896d561791f
7c08c972-ae60-419d-b99f-6a38387d3332|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
7c08c972-ae60-419d-b99f-6a38387d3332|Armstrong 8.97|Statement|534d28ab-331d-4f7d-a3d5-177277561728
7c491d0d-807d-4eec-b0f0-cf2f5892ea2c|Hayes 1|Statement|9db8aeba-e99c-4f7d-9145-011ef086c5e3
7c491d0d-807d-4eec-b0f0-cf2f5892ea2c|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
7c7282a5-b6c4-4246-bc12-ef255722416c|Armstrong 7.3|Statement|3831a28d-4c38-4a89-85b5-4399c5a3ff68
7c7282a5-b6c4-4246-bc12-ef255722416c|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
7c7282a5-b6c4-4246-bc12-ef255722416c|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa|nan
7cdd9eee-926b-4985-a9e4-2ed7a687aced|Mithras|101a0b9d-2623-428b-0099-7f8347cfc3fa|nan
7cdd9eee-926b-4985-a9e4-2ed7a687aced|bull|101a0b9d-2623-428b-0014-7f8347cfc3fa|nan
7cdd9eee-926b-4985-a9e4-2ed7a687aced|Atlante 155|Statement|39123bcd-4331-4911-859a-3b3c3f775da7
7cdd9eee-926b-4985-a9e4-2ed7a687aced|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7cdd9eee-926b-4985-a9e4-2ed7a687aced|Löwenstein Mithras Taurophoros|Statement|6f4fae04-93ae-4b9d-891e-2bce99d1f3ed
7cdd9eee-926b-4985-a9e4-2ed7a687aced|Armstrong 8.88|Statement|a244e683-5cdb-4011-a5ee-3be5c2be67b1
7ceec624-5540-4502-b18a-a5319b8ccce4|Armstrong 6.154|Statement|9ed915e6-7245-40c0-9e11-36772d704077
7ceec624-5540-4502-b18a-a5319b8ccce4|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
7d0080a9-e29a-4dce-a9cb-835d19f9f174|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
7d0080a9-e29a-4dce-a9cb-835d19f9f174|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
7d0d0305-c52a-415d-95f0-839698bd2e57|infant|101a0b9d-2623-428b-0001-7f8347cfc3fa|nan
7d0d0305-c52a-415d-95f0-839698bd2e57|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
7d0d0305-c52a-415d-95f0-839698bd2e57|soldier|101a0b9d-2623-428b-0145-7f8347cfc3fa|nan
7d0d0305-c52a-415d-95f0-839698bd2e57|short tunic|101a0b9d-2623-428b-0220-7f8347cfc3fa|nan
7d0d0305-c52a-415d-95f0-839698bd2e57|Armstrong 8.232|Statement|07d1bb6a-1e85-48ab-a1b4-bc5401e0cdae
7d97ca49-d4ab-431d-8254-61807c35eafb|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa|nan
7d97ca49-d4ab-431d-8254-61807c35eafb|Armstrong 8.33/8.34|Statement|26299ebd-61c5-4093-ad58-d58bf964e409
7d97ca49-d4ab-431d-8254-61807c35eafb|Löwenstein fischende Eroten VIII|Statement|64268e75-a746-4e0b-aabd-09ceaac1752f
7d97ca49-d4ab-431d-8254-61807c35eafb|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
7da18865-58fa-4f0f-8a7f-813ef8e31c3b|palm|101a0b9d-2623-428b-0064-7f8347cfc3fa|nan
7da18865-58fa-4f0f-8a7f-813ef8e31c3b|men|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7da18865-58fa-4f0f-8a7f-813ef8e31c3b|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7dc288f7-d4c4-4568-a235-9c2f537be11e|fruit|101a0b9d-2623-428b-0055-7f8347cfc3fa|nan
7dc288f7-d4c4-4568-a235-9c2f537be11e|Adam|101a0b9d-2623-428b-0119-7f8347cfc3fa|nan
7dc288f7-d4c4-4568-a235-9c2f537be11e|Armstrong 8.203|Statement|33674de9-5ee8-4473-89c6-287893997dff
7dc288f7-d4c4-4568-a235-9c2f537be11e|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7dd68759-66a0-4e0c-8840-43eaee3897e1|Löwenstein Satyr II|Statement|fa1b5075-c17f-4349-87c7-1f4d5f5cda87
7dd68759-66a0-4e0c-8840-43eaee3897e1|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7dd68759-66a0-4e0c-8840-43eaee3897e1|Armstrong 8.56A|Statement|d68fef4d-1b2e-4224-be0f-82e7ce2e5044
7dd68759-66a0-4e0c-8840-43eaee3897e1|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
7e2263ae-34c2-4760-9265-fa7abafbb5f1|Armstrong 3.22|Statement|1ab34b36-5118-4e55-95a6-019472e02243
7e2263ae-34c2-4760-9265-fa7abafbb5f1|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
7e66a1b3-6c9b-4679-8c79-fdb4131b8429|Löwenstein Pan II|Statement|31a713d8-db33-4860-b253-5d7abc907e73
7e66a1b3-6c9b-4679-8c79-fdb4131b8429|Pan|101a0b9d-2623-428b-0106-7f8347cfc3fa|nan
7e66a1b3-6c9b-4679-8c79-fdb4131b8429|Armstrong 8.75|Statement|3d364d46-fd0a-45f4-8be9-f13cd53505e7
7e66a1b3-6c9b-4679-8c79-fdb4131b8429|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
7eb64fb5-3810-4d98-a891-34ab1e078ac6|bed|101a0b9d-2623-428b-0177-7f8347cfc3fa|nan
7eb64fb5-3810-4d98-a891-34ab1e078ac6|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
7eb64fb5-3810-4d98-a891-34ab1e078ac6|short belted tunic|101a0b9d-2623-428b-0219-7f8347cfc3fa|nan
7eb64fb5-3810-4d98-a891-34ab1e078ac6|Armstrong 8.198|Statement|2fbd2c58-d1bb-4eb0-9ee7-31a99bc24793
7eb64fb5-3810-4d98-a891-34ab1e078ac6|paralytic|101a0b9d-2623-428b-0130-7f8347cfc3fa|nan
7eb64fb5-3810-4d98-a891-34ab1e078ac6|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|Löwenstein Bacchus III|Statement|c0fda02c-ec42-486c-9c9b-17b6b755389a
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|Bacchus|101a0b9d-2623-428b-0082-7f8347cfc3fa|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|chariot|101a0b9d-2623-428b-0160-7f8347cfc3fa|nan
7f730ac2-dd54-4c2c-8def-4bf53ccdf274|Armstrong 8.55|Statement|c3128fcd-4c60-4612-8052-62fa22ade8f8
7fa5d1e2-552d-4e74-93ca-87f6247d069f|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
7fa5d1e2-552d-4e74-93ca-87f6247d069f|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
7fd49871-8070-4666-aded-2d23624fb87c|Armstrong 6.33|Statement|63385135-ddf0-48f4-8dbd-0127a9aa1e34
7fd49871-8070-4666-aded-2d23624fb87c|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
7fe7ba42-a5d4-4675-af73-abf4129d5f3b|dots|5481af93-bed2-4bd7-9561-046fa3120eb6|nan
7fe7ba42-a5d4-4675-af73-abf4129d5f3b|Hayes 106|Statement|nan
7fe7ba42-a5d4-4675-af73-abf4129d5f3b|triangle|101a0b9d-2623-428b-0253-7f8347cfc3fa|nan
80579dc8-1bbe-41af-bbea-213421d1ba5a|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
805d9fd1-eca8-48a0-9152-25f7b249badb|centaur|101a0b9d-2623-428b-0073-7f8347cfc3fa|nan
805d9fd1-eca8-48a0-9152-25f7b249badb|Löwenstein Übergabe Achills an Chiron|Statement|f203c9a3-d163-42cc-8a9e-47c779b8c15b
805d9fd1-eca8-48a0-9152-25f7b249badb|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
805d9fd1-eca8-48a0-9152-25f7b249badb|Chiron|101a0b9d-2623-428b-0075-7f8347cfc3fa|nan
807d56d8-2476-4a54-9e68-b1dbed3f7eaa|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
807d56d8-2476-4a54-9e68-b1dbed3f7eaa|Armstrong 5.3|Statement|32c083ed-782c-4bb6-9a98-7c278e9e52a5
8094e085-a847-46fc-a628-ea592a66c34e|Armstrong 6.87|Statement|40fb949b-60d9-4c43-8a22-ee3f5aefa0ed
8094e085-a847-46fc-a628-ea592a66c34e|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
81313eae-7055-4134-9625-225fe5f6b5dd|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
816ee6a7-8ed1-4b64-90ef-3f07fed93c07|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
816ee6a7-8ed1-4b64-90ef-3f07fed93c07|Armstrong 6.19|Statement|ae0df4f8-68d4-41df-9d3a-c7c0f84b4ff4
81be8203-3b76-486d-b0ec-657237ef4bcc|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
81be8203-3b76-486d-b0ec-657237ef4bcc|long short-sleeved tunic|ab7c6a65-e94f-444a-9dff-1853647bee92|nan
81be8203-3b76-486d-b0ec-657237ef4bcc|Christ|101a0b9d-2623-428b-0120-7f8347cfc3fa|nan
81be8203-3b76-486d-b0ec-657237ef4bcc|Armstrong 8.196|Statement|ae050f5b-ece5-4fa2-a9a7-ea389cf4062f
81be8203-3b76-486d-b0ec-657237ef4bcc|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
81be8203-3b76-486d-b0ec-657237ef4bcc|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
81e1267d-4813-4fca-92d3-1bca4967019f|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
81eab972-4a8b-48eb-95a6-ab1755a2fd8e|chariot|101a0b9d-2623-428b-0160-7f8347cfc3fa|nan
81eab972-4a8b-48eb-95a6-ab1755a2fd8e|horses|101a0b9d-2623-428b-0027-7f8347cfc3fa|nan
81eab972-4a8b-48eb-95a6-ab1755a2fd8e|charioteer|101a0b9d-2623-428b-0139-7f8347cfc3fa|nan
828e0dd4-f460-410a-a3de-25710a342798|Armstrong 1.89|Statement|6d8a3d1b-f6b1-4209-be69-89ecc1d2605f
828e0dd4-f460-410a-a3de-25710a342798|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa|nan
82b25169-2301-42ec-a2d8-61f779b6c9cc|Hayes 24 (C´ Ware)|Statement|74039109-64ba-4cab-a9dc-1721ee7d4782
82b25169-2301-42ec-a2d8-61f779b6c9cc|linked lozenges and triangles|f01c29da-f40d-455a-ab0f-8b6087157e9d|nan
82b25169-2301-42ec-a2d8-61f779b6c9cc|medallions|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
8301fee8-d126-449a-9d22-64038470901d|Chi Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa|nan
832419e6-12ef-4ac4-990e-2a0d2e881d25|shrub|101a0b9d-2623-428b-0067-7f8347cfc3fa|nan
8338552e-51fb-4536-afba-01d30193d6e4|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
8338552e-51fb-4536-afba-01d30193d6e4|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
835f2ae7-922a-425a-816a-89391c8de14f|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa|nan
835f2ae7-922a-425a-816a-89391c8de14f|Victoria|101a0b9d-2623-428b-0117-7f8347cfc3fa|nan
835f2ae7-922a-425a-816a-89391c8de14f|Löwenstein Victoria I|Statement|3f4bfb7e-de57-44f5-ace2-aba988406428
835f2ae7-922a-425a-816a-89391c8de14f|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
835f2ae7-922a-425a-816a-89391c8de14f|Armstrong 8.101|Statement|90632a7f-020e-4c1d-afc0-e035f1913b03
835f2ae7-922a-425a-816a-89391c8de14f|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
835f2ae7-922a-425a-816a-89391c8de14f|breast-band|101a0b9d-2623-428b-0206-7f8347cfc3fa|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|maenad|101a0b9d-2623-428b-0095-7f8347cfc3fa|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|Löwenstein Satyr III|Statement|625651c0-75d6-4b04-a4ef-4b747bba413d
83ab23c9-7251-4c71-9529-6f5d0f07a618|bracelet|101a0b9d-2623-428b-0205-7f8347cfc3fa|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|flute|101a0b9d-2623-428b-0197-7f8347cfc3fa|nan
83ab23c9-7251-4c71-9529-6f5d0f07a618|Armstrong 8.78|Statement|f65406be-25b9-4fd9-82ca-8dec0a5166dd
83ab23c9-7251-4c71-9529-6f5d0f07a618|thyrsos|d5a125b4-7c51-48d1-a412-936fe049116f|nan
840bee06-5fc3-4fde-bd43-58a8bafd6f29|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
840bee06-5fc3-4fde-bd43-58a8bafd6f29|Hayes 24|Statement|8f3502f2-917c-453e-ac57-cba938ee715e
844fbda0-e28b-4b44-b55a-b58d46ddf7cf|Armstrong 7.49|Statement|09c0d565-8210-470c-99c4-1a4a215aaf68
844fbda0-e28b-4b44-b55a-b58d46ddf7cf|long-sleeved short belted tunic|99c93190-8634-45d5-b588-02e73e7e2c2c|nan
844fbda0-e28b-4b44-b55a-b58d46ddf7cf|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
844fbda0-e28b-4b44-b55a-b58d46ddf7cf|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa|nan
845fffd3-6ce5-4a43-95c0-5f8ed25baebe|Armstrong 8.166|Statement|328689dc-13f4-4689-a82d-263234431ee9
845fffd3-6ce5-4a43-95c0-5f8ed25baebe|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
8474318a-415f-403c-a564-aeedf2ccd4e5|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
849230fc-a031-4a13-9bbe-773d05ae8ec2|Hayes|Statement|nan
849230fc-a031-4a13-9bbe-773d05ae8ec2|circles|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
84ad199a-193e-4649-aab8-3d437dd99adf|Armstrong 5.98|Statement|7887420a-1788-4dc5-849a-194c30cbafb0
84ad199a-193e-4649-aab8-3d437dd99adf|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
84ad199a-193e-4649-aab8-3d437dd99adf|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
